0.730882685,0.410077156,0.207712549,0
0.658869601,0.710762046,0.152730382,0
0.939876071,0.947237842,0.937126648,0
0.913972791,0.159314152,0.369010613,0
0.115953375,0.770563484,0.659919425,0
0.761680099,0.623987431,0.879303754,0
0.805234467,0.004986394,0.523153099,1
0.705013683,0.275014583,0.075377018,0
0.577100202,0.204892098,0.623388184,1
0.001281469,0.683546562,0.48627516,1
0.540395919,0.973879245,0.245426681,0
0.845663561,0.40653687,0.949885166,1
0.889917955,0.038290999,0.592401629,0
0.228791611,0.99192891,0.58627039,1
0.206726482,0.374642772,0.463363895,1
0.290723659,0.051413611,0.183536352,1
0.630406383,0.909623698,0.507676866,0
0.11665661,0.136803117,0.546108822,1
0.962425942,0.209471683,0.172644279,0
0.801163641,0.109811365,0.518804523,0
0.699010173,0.20461408,0.254910187,0
0.174359113,0.699613029,0.929015833,0
0.836322564,0.163078454,0.63752271,0
0.654428248,0.372866428,0.910609007,0
0.707048014,0.72339516,0.509509988,0
0.139600797,0.596591321,0.947305321,1
0.123657744,0.616965672,0.481877651,0
0.063433975,0.590881823,0.28401177,1
0.073011036,0.074015131,0.679963422,1
0.353332505,0.154949216,0.366779228,1
0.598633067,0.292079524,0.876483262,0
0.539760698,0.641853137,0.970668196,0
0.729828392,0.886782105,0.043689884,0
0.338648172,0.299112974,0.084241892,0
0.763825958,0.427697954,0.999231914,0
0.630472745,0.552816643,0.543438347,0
0.907290907,0.246467789,0.248489091,0
0.854057918,0.77773991,0.216404928,0
0.024455708,0.451008397,0.369142379,1
0.131054848,0.042010955,0.824331185,1
0.743374487,0.929143966,0.589915755,0
0.008334831,0.546382139,0.835558017,1
0.880607597,0.630416892,0.928937687,0
0.255953084,0.241317284,0.42426484,1
0.37861694,0.786638244,0.712782275,0
0.797569526,0.527042425,0.417646576,0
0.667075958,0.426440811,0.400567241,0
0.547223077,0.075374897,0.651170814,1
0.512716858,0.478678166,0.13116161,0
0.449681078,0.267881869,0.947893029,1
0.77795616,0.288086483,0.781389242,0
0.965806564,0.780353735,0.317029614,0
0.130208637,0.234455203,0.656108911,1
0.900262649,0.035858769,0.376434854,0
0.723755492,0.77701913,0.242276068,0
0.569081285,0.454069399,0.469749567,0
0.637948639,0.303354235,0.065385599,0
0.335061824,0.579373213,0.521414562,0
0.37193438,0.857162156,0.807112524,0
0.099307089,0.679827072,0.416185801,1
0.074346432,0.609154689,0.178658203,1
0.153535413,0.93038283,0.459524413,0
0.691229253,0.349001773,0.22813452,0
0.337927854,0.833831273,0.388270408,0
0.348974574,0.05305885,0.606213475,1
0.661558024,0.885321612,0.189163346,0
0.686433761,0.224554127,0.444612339,0
