29,25,28,0.1912,0.1003,3,0,2,23,2,0
4,13,10,0.4093,0.2184,23,13,12,24,4,1
23,25,29,0.1599,0.0837,28,28,1,8,23,1
29,30,30,0.0457,0.0244,1,1,0,30,1,0
1,6,3,0.5817,0.3053,15,9,16,16,20,1
7,11,12,0.4386,0.2586,12,6,13,24,3,0
12,15,15,0.4296,0.2213,25,19,25,15,10,1
27,7,7,0.4816,0.2759,30,1,12,27,16,1
3,4,4,0.6376,0.3647,16,6,22,27,23,1
30,28,26,0.129,0.0725,0,30,30,24,25,0
21,18,24,0.2727,0.1531,3,23,26,1,26,1
11,9,11,0.661,0.4335,15,5,24,30,20,0
22,27,22,0.2118,0.1073,1,22,1,9,27,1
29,30,30,0.085,0.0463,26,30,30,27,30,0
26,23,25,0.2904,0.1455,2,3,26,5,30,1
21,12,22,0.345,0.1812,30,22,6,16,27,0
29,29,29,0.1827,0.1218,4,0,30,22,30,0
27,28,22,0.2505,0.1271,30,30,28,24,16,0
1,5,4,0.6872,0.4295,15,10,20,30,20,1
4,7,3,0.6363,0.3342,7,17,5,15,0,0
5,9,3,0.4401,0.2225,19,11,20,28,17,1
23,25,28,0.2047,0.1173,4,27,7,2,27,1
8,12,11,0.3935,0.2005,17,15,19,30,14,1
0,8,0,0.6763,0.343,8,12,22,5,2,0
17,26,25,0.1822,0.0911,10,3,14,27,7,1
18,15,16,0.3067,0.1608,28,5,22,6,14,1
27,29,30,0.099,0.0511,28,28,0,1,28,1
13,15,16,0.3202,0.1782,12,15,18,1,3,1
7,0,0,0.6948,0.3615,13,10,9,27,6,1
30,30,28,0.1239,0.0697,30,0,30,26,1,0
14,15,22,0.3316,0.184,7,13,13,9,19,1
8,17,15,0.3324,0.1755,23,16,5,10,8,1
8,14,9,0.3942,0.1971,21,14,4,19,6,1
7,6,9,0.5606,0.2964,17,19,13,23,5,0
1,4,2,0.8058,0.4667,19,11,23,28,4,1
28,10,20,0.3014,0.1736,30,30,17,3,18,1
1,4,5,0.6793,0.3439,21,13,11,4,5,1
22,22,26,0.1989,0.101,29,27,12,0,13,1
7,1,4,0.6766,0.3426,10,9,14,19,12,1
23,17,19,0.2197,0.1181,23,27,24,9,20,1
23,16,19,0.2324,0.1273,9,25,20,9,24,1
0,4,2,0.7879,0.449,9,10,6,26,19,1
16,14,16,0.3415,0.2143,22,21,21,1,13,1
2,16,6,0.4317,0.2638,10,11,25,16,1,1
18,10,17,0.3591,0.1992,7,22,23,9,9,1
28,25,18,0.2797,0.1454,30,29,1,16,6,0
2,12,3,0.5441,0.335,11,15,8,29,7,1
19,20,13,0.4764,0.3137,25,25,23,12,26,1
7,15,9,0.5706,0.3603,20,18,22,19,4,1
4,2,8,0.6417,0.3632,23,13,14,29,9,0
3,8,10,0.5789,0.296,15,7,10,25,6,0
26,26,23,0.2573,0.1436,26,1,1,7,30,1
17,13,12,0.4242,0.2463,12,19,25,28,12,0
22,19,17,0.2504,0.1252,29,25,3,4,19,1
21,6,17,0.3005,0.1619,8,2,19,2,18,1
28,27,21,0.3045,0.221,30,29,28,12,2,0
2,15,16,0.4513,0.23,16,4,19,22,1,0
8,12,2,0.4504,0.2332,15,13,5,7,15,1
5,10,6,0.6284,0.4255,10,5,25,15,8,1
14,23,24,0.245,0.1428,11,8,21,30,0,1
18,22,17,0.3835,0.1919,8,2,19,22,20,0
7,7,12,0.5542,0.2995,12,12,15,21,24,0
0,5,0,0.7845,0.4346,19,11,6,27,7,1
11,5,1,0.5565,0.2925,13,15,13,30,21,0
8,6,9,0.4861,0.2732,23,23,13,22,19,0
23,10,13,0.3678,0.2345,3,26,22,8,28,1
5,0,0,0.6926,0.3774,23,13,18,5,18,1
26,26,28,0.2403,0.136,16,27,28,5,30,1
2,9,9,0.5714,0.3182,12,13,9,2,24,0
15,15,17,0.2953,0.1508,7,3,5,8,10,1
26,2,8,0.462,0.231,29,26,14,15,28,1
10,0,2,0.5754,0.3156,5,6,14,9,9,1
21,12,18,0.4739,0.2673,5,2,26,24,8,0
8,19,11,0.2992,0.1508,24,12,24,29,15,0
23,25,27,0.1812,0.0926,5,28,28,3,27,1
19,7,17,0.2947,0.1503,26,25,17,10,20,1
6,2,2,0.5954,0.2977,23,16,23,21,13,1
22,26,29,0.1599,0.086,27,27,7,15,18,1
22,26,29,0.1445,0.0735,28,27,10,5,10,1
13,3,7,0.5062,0.2794,6,3,13,10,17,1
10,7,5,0.498,0.2787,23,19,18,24,20,1
13,19,15,0.3012,0.1702,5,4,24,11,14,1
28,30,26,0.1872,0.1163,0,29,0,25,21,0
28,29,22,0.2731,0.1912,0,29,30,12,11,0
13,1,2,0.5966,0.3714,8,7,15,16,15,0
7,9,9,0.4504,0.2649,21,15,12,1,19,1
7,5,13,0.5749,0.3464,13,4,21,29,0,0
14,0,12,0.4858,0.2835,23,7,8,21,17,0
15,11,15,0.3345,0.1918,16,18,22,19,20,1
27,18,25,0.3256,0.1921,4,29,27,5,27,0
28,4,10,0.3603,0.1921,30,30,16,9,18,1
18,27,24,0.1799,0.0975,25,24,27,18,7,1
23,18,9,0.3264,0.1825,4,1,15,13,10,1
28,28,28,0.1769,0.1003,2,15,29,6,27,1
7,15,16,0.4288,0.2672,15,15,25,21,19,1
25,26,28,0.1279,0.0706,29,28,2,0,26,1
10,13,13,0.392,0.2027,5,4,3,11,6,1
11,14,13,0.3402,0.1701,15,5,22,3,19,1
14,26,26,0.2482,0.1241,21,22,11,13,1,1
5,4,7,0.6284,0.4602,16,21,8,21,10,0
30,24,15,0.2824,0.1696,29,30,27,22,2,1
22,20,20,0.2292,0.1164,29,20,8,11,23,1
1,8,3,0.6834,0.4146,14,11,10,16,20,1
21,26,12,0.3735,0.2064,29,25,29,24,15,0
20,10,15,0.535,0.311,5,2,9,30,21,0
30,30,27,0.2038,0.1018,0,0,30,12,26,0
27,28,17,0.2465,0.1343,15,21,29,6,29,1
30,30,28,0.156,0.0839,1,0,0,29,27,0
0,5,1,0.7407,0.4815,9,11,15,0,15,1
2,15,11,0.4273,0.2617,12,13,10,24,9,1
3,12,8,0.5452,0.3122,19,16,5,18,24,1
5,2,5,0.5927,0.3569,15,6,22,16,4,1
16,16,18,0.334,0.2206,24,22,23,2,9,1
3,13,4,0.5896,0.415,8,7,25,29,2,1
12,21,14,0.2622,0.1349,24,15,8,25,6,1
30,30,29,0.1214,0.0619,0,0,29,26,20,0
7,2,3,0.6202,0.3197,24,16,7,5,6,1
1,9,11,0.3829,0.2237,18,15,14,26,0,0
13,9,13,0.3867,0.21,9,4,19,14,11,1
9,0,10,0.7409,0.3719,22,6,18,12,9,0
25,25,21,0.2344,0.1538,3,1,28,18,23,0
29,30,30,0.0341,0.0301,3,0,30,16,1,0
10,11,7,0.4105,0.2158,25,18,19,17,17,1
11,9,9,0.3644,0.1994,20,13,21,8,6,1
10,22,18,0.3267,0.208,18,5,4,7,6,1
21,21,26,0.1527,0.0776,28,26,21,2,18,1
1,2,9,0.6223,0.3386,13,8,21,22,4,0
29,28,29,0.1633,0.0977,0,1,4,16,29,0
1,2,11,0.5575,0.307,16,14,14,17,1,0
4,5,1,0.5844,0.3019,11,16,19,25,6,1
15,11,16,0.3539,0.2183,21,22,11,13,9,1
7,12,9,0.4353,0.2456,19,14,23,24,20,1
27,27,30,0.1204,0.0679,3,27,1,5,29,1
27,20,23,0.2357,0.1325,30,27,16,1,29,1
15,4,6,0.5588,0.3449,7,4,10,12,14,1
16,26,27,0.1987,0.1167,16,18,25,11,5,1
22,23,26,0.1384,0.0699,14,25,2,2,16,1
22,23,21,0.366,0.252,3,24,28,10,27,0
26,21,24,0.1679,0.0862,17,29,16,12,21,1
2,11,6,0.548,0.3826,13,10,23,20,2,1
23,21,24,0.2295,0.1165,2,25,25,15,22,1
9,14,8,0.348,0.18,26,9,6,1,22,1
2,15,6,0.4612,0.2325,11,16,20,5,15,1
12,21,13,0.268,0.134,16,20,13,22,14,1
9,3,4,0.486,0.2731,9,14,17,13,11,1
8,19,7,0.4456,0.2333,16,15,27,24,7,1
10,17,14,0.3896,0.2098,15,17,25,28,1,1
1,6,4,0.586,0.3326,12,11,17,9,3,1
15,24,18,0.2412,0.1297,25,6,26,19,7,0
18,13,21,0.2806,0.1805,22,22,19,9,10,1
26,24,28,0.1612,0.0879,27,29,3,7,21,1
23,15,22,0.2599,0.1748,21,20,3,21,6,0
9,1,2,0.5805,0.3247,10,7,16,23,14,1
4,9,3,0.4612,0.2531,9,8,11,28,21,1
13,20,17,0.2694,0.1454,5,5,4,16,3,1
5,16,9,0.4147,0.2779,10,8,27,19,20,1
20,20,24,0.2119,0.1127,27,26,10,3,21,1
3,9,8,0.5191,0.3191,9,7,17,29,1,1
8,8,5,0.4893,0.2782,24,15,14,30,12,0
15,19,19,0.2842,0.1846,25,20,21,5,7,1
28,22,16,0.3795,0.2106,30,1,19,19,3,0
5,12,7,0.4912,0.2614,19,13,7,30,4,1
8,12,11,0.4069,0.2109,8,14,21,25,0,1
12,11,12,0.2976,0.1512,7,7,20,23,15,0
23,24,24,0.2086,0.1065,16,19,28,5,26,1
15,18,24,0.2358,0.1247,9,3,25,1,12,1
28,18,25,0.2188,0.1119,27,29,25,19,25,0
23,18,24,0.2014,0.1167,22,29,4,28,9,0
8,9,9,0.4313,0.2467,13,13,20,7,11,1
24,10,12,0.3837,0.1986,5,2,7,3,10,1
1,5,3,0.6324,0.3211,22,13,18,12,18,1
27,27,30,0.096,0.0484,20,29,19,2,26,1
12,8,10,0.4315,0.231,26,12,14,15,14,1
2,14,5,0.472,0.238,13,12,17,19,20,1
8,11,8,0.4554,0.2815,19,16,6,16,16,1
29,30,29,0.1688,0.0915,1,0,0,23,30,0
19,16,17,0.3253,0.1875,20,25,14,5,20,1
14,15,17,0.2776,0.1658,13,14,9,11,6,1
13,20,17,0.2415,0.1215,4,7,4,21,9,1
20,10,13,0.3519,0.177,7,2,14,8,20,1
8,3,6,0.5142,0.2703,17,8,14,5,11,1
28,30,30,0.0397,0.0203,15,29,1,3,26,1
29,29,29,0.0721,0.0177,2,0,30,21,1,0
0,7,0,0.6941,0.3516,20,9,23,17,1,1
21,20,19,0.235,0.1284,29,23,26,2,23,1
28,23,18,0.4114,0.2379,1,1,4,18,30,0
25,11,19,0.3367,0.212,30,27,25,6,26,1
29,29,30,0.0634,0.0382,26,0,0,22,28,0
28,28,30,0.0795,0.0411,3,29,29,1,26,1
3,3,4,0.6288,0.3341,22,13,17,27,20,0
19,26,27,0.2022,0.1034,5,2,29,26,1,0
3,3,2,0.5615,0.3075,23,12,14,22,1,0
15,14,19,0.2771,0.1442,15,20,6,7,14,1
12,24,18,0.2917,0.1528,20,15,2,30,5,1
30,25,21,0.2364,0.1358,1,0,29,11,22,0
11,11,13,0.4301,0.2435,8,4,14,4,20,1
21,28,28,0.105,0.0804,5,2,0,0,6,0
13,23,25,0.2448,0.1358,10,21,23,11,3,1
14,22,14,0.379,0.1946,10,22,28,2,5,1
18,12,10,0.3396,0.1927,27,21,8,13,16,1
9,14,5,0.424,0.242,5,7,8,24,4,1
11,9,11,0.3713,0.1857,22,17,9,8,1,1
15,23,18,0.312,0.1947,17,19,29,30,25,0
3,0,12,0.5334,0.2869,21,13,23,13,17,0
8,9,14,0.4894,0.2931,22,18,20,8,10,1
22,22,27,0.2339,0.1375,4,5,27,1,27,1
7,22,10,0.3295,0.1689,27,14,9,27,2,0
29,30,26,0.2095,0.1076,29,29,30,27,30,0
11,13,5,0.4458,0.247,27,5,10,18,2,1
11,6,14,0.4847,0.2732,21,19,8,26,3,0
28,25,26,0.1787,0.1136,1,22,26,5,23,0
26,19,27,0.2769,0.1716,4,28,28,3,28,1
16,19,20,0.253,0.1341,16,12,5,14,20,1
0,7,0,0.6884,0.3674,20,8,11,24,10,1
9,5,8,0.5016,0.2981,16,16,10,8,22,1
13,15,12,0.3433,0.1824,25,21,26,17,7,1
7,11,10,0.516,0.2594,7,13,7,4,16,1
18,10,15,0.3536,0.2045,6,3,24,6,13,1
6,4,1,0.5342,0.2774,6,6,22,8,5,1
3,9,4,0.541,0.286,10,7,20,10,12,1
8,5,4,0.4989,0.3006,17,18,16,22,8,1
28,24,26,0.3297,0.169,10,1,1,11,30,0
6,18,15,0.3823,0.2269,18,18,11,18,11,1
25,25,26,0.1153,0.0583,5,2,26,3,24,1
5,0,16,0.6454,0.4058,27,6,15,23,1,0
4,1,0,0.696,0.3833,13,10,17,20,2,1
10,10,7,0.6609,0.4239,11,19,26,11,22,0
2,4,6,0.5856,0.2985,23,12,17,23,16,1
20,24,24,0.2802,0.1903,3,21,2,3,26,1
28,10,16,0.4213,0.2175,2,1,5,29,1,0
15,22,19,0.3156,0.1662,14,16,3,23,25,0
21,12,21,0.2833,0.1772,16,18,3,21,6,0
28,23,25,0.2444,0.1232,1,25,1,21,28,0
14,13,10,0.4463,0.244,23,19,26,10,3,0
7,9,13,0.431,0.2249,7,8,19,11,21,1
30,30,29,0.0897,0.0521,0,30,0,28,5,0
28,30,30,0.0732,0.0368,3,28,0,18,25,0
30,30,30,0.0576,0.0334,0,1,0,30,2,0
26,24,27,0.2338,0.1509,4,24,28,0,28,1
10,15,7,0.4768,0.2487,17,21,8,23,24,1
18,9,16,0.2938,0.1529,29,4,9,14,2,1
1,6,2,0.5632,0.296,14,10,14,23,5,1
3,9,5,0.5662,0.3646,18,14,10,10,8,1
18,11,22,0.2919,0.1478,29,16,21,3,16,1
14,3,8,0.4434,0.2374,23,20,12,2,19,1
12,20,14,0.4778,0.2567,17,22,27,28,25,0
14,8,9,0.3843,0.2006,4,17,11,8,6,1
19,7,6,0.4342,0.2509,17,23,19,9,20,1
21,27,26,0.1658,0.0902,28,26,30,28,16,0
8,11,9,0.4327,0.2325,12,4,13,2,1,1
11,16,19,0.3503,0.2134,16,8,17,10,10,1
8,1,3,0.6566,0.3561,9,14,16,15,16,1
6,0,2,0.7564,0.4327,12,13,15,0,28,1
