0.134424898,0.060782348,0.325813128,0.3324,0.1861,0.477990079,0.669893931,0.522583142,0.790852222,0.282244581,0
0.083672155,0.039569081,0.18500887,0.4065,0.21,0.451676938,0.539846097,0.523446664,0.041544444,0.335773119,1
0.071513989,0.036033341,0.151478415,0.6331,0.3285,0.467508998,0.573684838,0.554495876,0.121287778,0.334725531,0
0.130405419,0.064480736,0.324807806,0.2673,0.1382,0.490231299,0.628392162,0.512124698,0.191796667,0.341132447,1
0.17885651,0.059019354,0.237670018,0.3453,0.1844,0.424334525,0.485846718,0.566078378,0.120111111,0.39623095,1
0.081233186,0.055010882,0.151182732,0.3774,0.2028,0.411224995,0.556197411,0.552666433,0.160677778,0.554928963,1
0.190341428,0.169322729,0.349379066,0.2479,0.1428,0.412535348,0.65254262,0.580001281,0.99424,0.653150937,0
0.029580759,0.038141913,0.168007096,0.754,0.4757,0.440234919,0.590146307,0.556911717,0.346235556,0.412574978,0
0.063341048,0.075524803,0.262270846,0.3846,0.2146,0.454003981,0.55073715,0.514457063,0.538881111,0.073781294,1
0.298155314,0.049448089,0.245387345,0.4098,0.2058,0.327576705,0.485519759,0.514042801,0.209558889,0.498764259,0
0.049481727,0.053363731,0.210496747,0.5289,0.2833,0.439568418,0.605296956,0.548391855,0.326852222,0.107758097,0
0.051021011,0.041619146,0.094973389,0.6011,0.3415,0.463240043,0.615771241,0.504939135,0.690088889,0.394930064,1
0.074621658,0.09418836,0.312655234,0.2828,0.159,0.439145926,0.572600469,0.581833057,0.8566,0.120565252,1
0.022821911,0.030344564,0.125576582,0.5431,0.3749,0.448793155,0.622977858,0.55645468,0.652032222,0.28456635,0
0.1985174,0.09546731,0.348728563,0.2719,0.1806,0.411189086,0.644722426,0.573186169,0.027757778,0.599201584,1
0.039769198,0.043329875,0.146806623,0.5511,0.3011,0.443609915,0.574179137,0.54625314,0.584,0.343780752,1
0.319850194,0.134081566,0.384092253,0.1369,0.0687,0.479910213,0.794252247,0.606361134,0.818671111,0.241099753,1
0.396938709,0.104648142,0.431164991,0.1837,0.1218,0.337061228,0.68545135,0.595937168,0.243426667,0.474887027,0
0.059512843,0.061272632,0.203015967,0.4876,0.2509,0.415128759,0.548417386,0.568194798,0.756425556,0.140234532,1
0.051663946,0.040987277,0.074452986,0.5769,0.2917,0.436497054,0.613762649,0.506609925,0.413344444,0.46595886,1
0.20152625,0.072913465,0.278799527,0.3094,0.1651,0.529417413,0.511679159,0.57705815,0.091788889,0.535391391,1
0.493513816,0.236484231,0.444382022,0.344,0.1965,0.320235418,0.333421973,0.656464609,0.077126667,0.724526906,0
0.781290932,0.511841705,0.43101715,0.0992,0.0789,0.797138343,0.345876959,0.818921637,0.691551111,0.115487142,0
0.127331396,0.0483626,0.273151981,0.3165,0.1671,0.363385113,0.64721181,0.51648949,0.118202222,0.564292107,1
0.101696457,0.078723935,0.182554701,0.6906,0.4489,0.451574921,0.530572478,0.477680503,0.716944444,0.764800566,1
0.265046144,0.185447496,0.606918983,0.1362,0.0687,0.39276226,0.486413109,0.622193844,0.010911111,0.781258902,1
0.086434865,0.04065652,0.12403903,0.488,0.2593,0.465986867,0.629103089,0.511914456,0.057811111,0.384508811,1
0.052911925,0.026724185,0.06011236,0.7025,0.3763,0.419278371,0.565133547,0.550777105,0.299422222,0.293165552,1
0.074644393,0.062569915,0.146806623,0.3759,0.1916,0.408717728,0.561610311,0.511876866,0.209388889,0.443601015,1
0.277026677,0.145416605,0.369071555,0.1849,0.0979,0.39429891,0.67082973,0.472098846,0.071701111,0.62355021,1
0.043315797,0.063329329,0.217179184,0.4895,0.3091,0.444300323,0.596193306,0.503170612,0.566434444,0.45236733,0
0.09336983,0.069251742,0.28988764,0.3174,0.1707,0.448740501,0.622150636,0.560022315,0.22089,0.339886186,1
0.109823019,0.05254152,0.252483737,0.3766,0.2236,0.432845818,0.621559162,0.520880985,0.005847778,0.313546778,1
0.082095282,0.061152499,0.220786517,0.3877,0.2328,0.45161054,0.626413039,0.513559062,0.104536667,0.408742118,1
0.047057611,0.067797661,0.203607333,0.3962,0.2263,0.443893705,0.570185985,0.550473797,0.308852222,0.104883199,1
0.159306867,0.07631347,0.372738025,0.1796,0.0927,0.415193221,0.651723993,0.557180287,0.033577778,0.494784721,1
0.203518408,0.149138395,0.344086339,0.3243,0.2171,0.469898954,0.520874898,0.487344383,0.078644444,0.719089485,1
0.027363679,0.040323814,0.06638084,0.7986,0.4676,0.456387936,0.592504486,0.563327861,0.078166667,0.327251606,1
0.523454994,0.151260229,0.35958013,0.2662,0.1585,0.343853518,0.388252959,0.450403725,0.16108,0.66538554,0
0.253728552,0.061877979,0.372028386,0.2293,0.1248,0.390338427,0.720655112,0.502830232,0.021244444,0.554734741,1
0.208145962,0.09782395,0.289266706,0.1998,0.1017,0.504628146,0.670768513,0.475714959,0.912664444,0.21315194,1
0.078535042,0.052529429,0.178769959,0.4239,0.2233,0.436801655,0.542438971,0.55739027,0.003288889,0.421589129,1
0.165352152,0.106878408,0.487433471,0.1497,0.0817,0.435963157,0.662673982,0.59184639,0.044951111,0.477685046,1
0.061143672,0,0.072383205,0.671,0.3355,0.443409461,0.572160722,0.533757602,0.665772222,0.240381534,0
0.064598423,0,0.074866943,0.7476,0.4441,0.443220332,0.581967055,0.490746624,0.679146667,0.215088096,1
0.13897667,0.070080193,0.321850976,0.2232,0.1134,0.429732738,0.646070258,0.541582187,0.052601111,0.488130576,1
0.033842437,0.046803988,0.174127735,0.6401,0.326,0.441161787,0.589909507,0.542630806,0.060148889,0.310109444,1
0.073360645,0.104057617,0.337729154,0.2434,0.1234,0.432131309,0.604923864,0.474519353,0.477011111,0.17575156,1
0.167311269,0.052877347,0.139798936,0.3198,0.1638,0.508778242,0.520381827,0.520115195,0.039166667,0.473221974,1
0.318395179,0.186244744,0.698462448,0.0795,0.0411,0.380322038,0.720090826,0.626374578,0.012244444,0.554415083,1
0.078940931,0.062054668,0.15452395,0.4467,0.2526,0.480253723,0.59616682,0.55917357,0.364317778,0.374026864,0
0.076854803,0.06306761,0.193583678,0.5475,0.3181,0.442073846,0.627163082,0.489381217,0.716112222,0.531786135,1
0.064515973,0.055702038,0.178415139,0.388,0.2097,0.425255005,0.565706603,0.538890259,0.948431111,0.447283151,0
0.112609372,0.040192759,0.178415139,0.4194,0.2297,0.423824148,0.518705107,0.554106501,0.306905556,0.211879378,0
0.247387414,0.095133044,0.548107629,0.1829,0.0987,0.521069503,0.750332836,0.553387633,0.046077778,0.539664286,1
